当前网络异常，与服务器断开连接，请检查网络,"The current network is abnormal, disconnected from the server, please check the network","Saat ini jaringan anormal, putuskan sambungan dari server, silahkan periksa jaringan","La red actual es anormal, desconectada del servidor, por favor, compruebe la red",الشبكة الحالية غير طبيعية ، تم قطع الاتصال بالخادم ، يرجى التحقق من الشبكة,,,,
进入直播间超时，请重试...,"Entering the live room timed out, please try again...","Masuk ruangan melalui waktu batas, suilahkan coba lagi ","Tiempo de espera para entrar en la sala en vivo, inténtelo de nuevo...",دخول الغرفة انتهت مهلة  ، يرجى المحاولة مرة أخرى ...,,,,
您的版本可能过低，不支持进入该类型的相亲房！,,,Su versión puede ser demasiado baja para soportar el acceso a este tipo de sala de citas!,,,,,
密码输入框弹出异常,The password input box pops up abnormally,Kotak input kata sandi muncul secara anormal,Caja de entrada de contraseña emergente excepción,يظهر إدخال كلمة المرور بشكل غير طبيعي,,,,
再按一次可退出直播间,Press again to exit the live room,Klik lagi untuk keluar dari ruangan,Pulsa de nuevo para salir de la sala,اضغط مرة أخرى للخروج من الغرفة البث,,,,
播放失败，文件异常,"Play failed, the file is abnormal","Pemutaran gagal, dokumen anormal","Fallo en la reproducción, excepción de archivo",فشل التشغيل ، الملف غير طبيعي,,,,
播放列表中还没有歌曲哦！,There are no songs in the playlist yet!,Daftar musik ga ada lagu ,Todavía no hay canciones en la lista de reproducción.,لا توجد أغانٍ في قائمة التشغيل بعد!,,,,
开始扫描...,Start scanning...,Mulai memindai,Comienza a escanear...,بدء المسح ...,,,,
正在扫描，请稍后...,"Scanning, please wait...",Sedang memindai,"Escaneando, por favor espere...",جاري المسح ، الرجاء الانتظار ...,,,,
获取群组信息失败！,Failed to get group information!,Mengoleh informasi grup gagal ,¡Falla al obtener información del grupo!,فشل الحصول على معلومات المجموعة!,,,,
进房提示不能为空哦,The room entry reminder cannot be empty,Tips masuk ruangan tidak bisa kosong,Aviso de entrada no puede estar vacío,لا يمكن أن يكون تذكير دخول الغرفة فارغًا,,,,
保存成功！,Saved successfully!,Berhasil menyimpan,¡Guardado con éxito!,حفظ بنجاح!,,,,
保存失败；,Save failed;,Gagal menyimpan,Fallo en el ahorro.,حفظ فشل!,,,,
最多只能输入15行~~,You can only enter 15 lines at most~~,Maksimal 15 baris ,Un máximo de 15 líneas~~,يمكنك فقط إدخال 15 سطرًا كحد أقصى ~~,,,,
直播间信息异常,The live room information is abnormal,Informasi ruangan anormal,Excepciones de información de la sala en vivo,معلومات الغرفة البث غير طبيعية,,,,
标题不能为空,Topic cannot be empty,Topik tidak bisa kosong,El título no puede estar vacío,الموضوع لا يمكن ان يكون فارغا,,,,
请告诉我们你的建议哦~~,Please tell us your suggestion~~,Silahkan ,Por favor díganos su sugerencia~~,يرجى إخبارنا باقتراحك ~~,,,,
取消关注成功,Unfollow successfully,Batalkan ikuti berhasil ,Dejar de seguir con éxito,إلغاء المتابعة بنجاح,,,,
关注成功,Followed successfully,Ikuti berhasil,Seguir con éxito,تمت المتابعة بنجاح,,,,
房间名不能为空哦,Room name can not be empty,Nama ruangan tidak bisa kosong,El nombre de la sala no puede estar vacío,اسم الغرفة لا يمكن أن يكون فارغا,,,,
网络已断开无法操作,The network is disconnected and cannot be operated,Jaringan terputus dan tidak dapat dioperasikan,La red está desconectada y no puede funcionar,الشبكة غير متصلة ولا يمكن تشغيلها,,,,
专属房不能发红包哦,,Ruangan khusus tidak bisa mengirim kantong keberuntungan,No se pueden enviar paquetes rojos a la sala exclusiva,,,,,
您已被房主/管理员禁言,You have been muted by the room owner/admin,Anda telah dibungkam oleh ketua ruangan,Has sido prohibido por el propietario/administrador,تم كتم صوتك من قبل صاحب الغرفة / ادارة,,,,
专属房不能进行使用该功能哦~~,This function cannot be used in the exclusive room~~,Ruangan khusus tidak bisa menggunakan fitur ini ,Esta función no está disponible en las salas exclusivas~~,لا يمكن استخدام هذه الوظيفة في الغرفة الحصرية ~~,,,,
当前状态不能进行该操作,The operation cannot be performed in the current state,Saat ini tidak bisa menggunakan fitur ini ,Esta operación no puede realizarse en el estado actual,لا يمكن إجراء العملية في الحالة الحالية,,,,
您已在该直播间,You are already in the live room,Anda telah di ruangan ini ,Ya estás en esta sala en vivo,انت موجود في غرفة البث,,,,
您已申请过上麦，耐心等待红娘的邀请吧！,,,"Ya has solicitado estar en el micro, así que ten paciencia y espera la invitación de la celestina.",,,,,
发送微信失败,,Gagal kirim xx,Envío fallido de WeChat,,,,,
房间名不能为空哦,Room name can not be empty,Nama ruangan tidak bisa kosong,El nombre de la sala no puede estar vacío,اسم الغرفة لا يمكن أن يكون فارغا,,,,
保存用户信息成功！,Save user information successfully!,Mesyimpan informasi pengguna berhasil ,¡Guardar la información del usuario con éxito!,حفظ معلومات المستخدم بنجاح!,,,,
您的金币数量不足，已被请出专属相亲房！,,,Te faltan monedas de oro y te han pedido que abandones la sala exclusiva de citas.,,,,,
您当前已经在麦上,You are currently on mic,Anda telah di kursi ,Actualmente estás en el micro,أنت حاليًا على المايك,,,,
当前状态无法进行操作~,Cannot operate in current state~,Saat ini tidak bisa menggunakan fitur ini ,Estado actual no disponible para la operación~,لا يمكن العمل في الوضع الحالي ~,,,,
送礼用户在专属房，无法进入~,The user who sent the gift is in the exclusive room and cannot enter~,Pengguna ini di ruangan khusus tidak bisa masuk,Los usuarios que dan regalos están en la sala exclusiva y no pueden acceder a ~,المستخدم الذي أرسل الهدية موجود في الغرفة الحصرية ولا يمكنه الدخول ~,,,,
您已在该直播间内,You are already in the live room,Anda telah di ruangan ini ,Ya estás en esta sala en vivo,انت موجود في غرفة البث,,,,
正在进房邀请中，请%s秒后再试哦~~,,"Sedang mengundang, silahkan coba lagi setelah"" + mCountDownTime + ""menit ","En la invitación de entrada, por favor en %s segundos, inténtelo de nuevo",,,,,
选择人数已经超过剩余可邀请人数~~,The selected number has exceeded the remaining number of inviters~~,Jumlah telah mencapai batas ,"El número de selectores ha superado el número de invitados restantes ~~

",تجاوز العدد المحدد العدد المتبقي من المدعوين ~~,,,,
该分类没有数据哦~~,There is no data for this category,Kategori ini tidak ada data ,No hay datos para esta categoría ~~,لا توجد بيانات عن هذه الفئة,,,,
剩余可邀请人数只有%s人了喔~~,,"Jumlah yang bisa diundung hanya"" + maxSelectNum + ""orang",Sólo quedan %s personas por invitar.,,,,,
未选择任何用户哦~~,No user selected~~,Belum pilih pengguna apapun,No hay usuario seleccionado ~~,لم يتم اختيار مستخدم ~~,,,,
无法获取到您的剩余金币数，请稍后重试...,,"Tidak bisa mendapatkan saldo koin anda, silahkan coba nanti ","No se ha podido obtener el número de monedas de oro restantes, por favor, inténtelo más tarde...",,,,,
等待确认超时，您已放弃本次PK邀请,"Waiting for confirmation timed out, you have given up this PK invitation","Waktu tunggu konfirmasi habis, anda telah menyerah undangan PK ini","Esperando el tiempo de espera de la confirmación, ha abandonado esta invitación PK",في انتظارالتأكيد انتهاء مهلة ، لقد تخليت عن دعوة PK هذه,,,,
用户无应答，请稍后重试...,"The user does not answer, please try again later...","Pengguna ini tidak ada tanggapan, silahkan coba lagi nanti ","No hay respuesta del usuario, por favor inténtelo más tarde...",المستخدم لا يجيب ، يرجى المحاولة مرة أخرى لاحقًا ...,,,,
当前无PK用户,No PK user currently,Saat ini tidak ada pengguna PK,No hay usuarios actuales de PK,لا يوجد مستخدم PK حاليًا,,,,
未选择要PK的用户哦,Did not choose to PK user,Belum pilih pengguna untuk PK,Ningún usuario seleccionado para PK,لم يختر مستخدم PK,,,,
暂无数据,No data yet,Belum ada data,No hay datos disponibles,لا توجد بيانات بعد,,,,
请选择您需要赠送的礼物哦！,Please select the gift you need to send!,Silahkan pilih gift yang anda kirimkan,"Por favor, seleccione el regalo que le gustaría hacer.",الرجاء اختر الهدية التي تريد إرسالها!,,,,
您的背包礼物数量不够哦！,You don’t have enough gifts in backpack!,Gift ransel anda tidak cukup,¡No tienes suficientes regalos en tu mochila!,ليس لديك هدايا كافية في حقيبة !,,,,
该礼物已过期,The gift has expired,Gift ini telah kedaluwarsa,El regalo ha caducado,الهدية انتهت,,,,
只能在房间内才能发送红包哦,You can only send lucky bag in the room,Mengirim kantong keberuntungan hanya di ruangan ,Los paquetes rojos sólo pueden enviarse en la sala,يمكنك فقط إرسال صندوق الحظ في الغرفة,,,,
公屏消息已经被管理员禁止，请稍候再试,"Public screen messages have been banned by the admin, please try again later",Pesan layar telah dilarang oleh administrator,"Los mensajes de pantalla pública han sido prohibidos por el administrador, inténtelo de nuevo en unos minutos",تم حظر رسائل الشاشة العامة من قبل ادمن، يرجى المحاولة مرة أخرى في وقت لاحق,,,,
您已被房主/管理员禁言,You have been muted by the room owner/admin,Anda telah dibungkam oleh pemilik ruangan /administrator,Has sido prohibido por el propietario/administrador,تم كتم صوتك من قبل صاحب الغرفة / ادارة,,,,
当前文本长度%s已超过最大500限制,,"Panjang teks"" + content.length() + ""batas maksimal 500 telah terlampaui","La longitud actual del texto es %s, ha superado el límite máximo de 500",,,,,
房间名称修改成功,Room name modified successfully,Nama ruangan telah berhasil diubah,El nombre de la habitación se ha cambiado con éxito,تم تعديل اسم الغرفة بنجاح,,,,
红包发送成功,Lucky bag sent successfully,Kantong keberuntungan berhasil dikirim,Paquete rojo enviado con éxito,تم إرسال صندوق الحظ بنجاح,,,,
加入群组成功！,Join the group successfully!,Berhasil masuk grup ,¡Únase al grupo con éxito!,انضم إلى المجموعة بنجاح!,,,,
申请成功，请稍等；,"Application successful, please wait a moment;","Aplikasi berhasil, harap tunggu sebentar","Aplicación exitosa, por favor espere.",طلب بنجاح ، يرجى الانتظار قليلاً ؛,,,,
领取成功~~,Received successfully~~,Berhasil diterima,Recibido con éxito~~,تم استلام بنجاح ~~,,,,
连麦邀请发送成功,,Undangan panggilan vidoe berhasil dikirim,Invitación a conectarse enviada con éxito,,,,,
已成功邀请，请等待嘉宾进房,"Successfully invited, please wait for the user to enter the room","Berhasil mengundang, harap tunggu tamu masuk ruangan ","Se ha invitado con éxito. Por favor, espere a que los invitados lleguen a la habitación",تمت الدعوة بنجاح، يرجى انتظار دخول المستخدم إلى الغرفة,,,,
发送微信成功,,xxx berhasil dikirim,Enviar WeChat con éxito,,,,,
已取消PK邀请,PK invitation cancelled,Telah batalkan undangan PK ,La invitación a PK ha sido cancelada,تم إلغاء دعوة PK,,,,
关注主播成功,Follow the host successfully,Berhasil ikuti host,Seguir el éxito del emisor,اتبع المضيفة بنجاح,,,,
您已被踢下线，若非正常行为，请及时修改密码,"You have been kicked offline, if you behave abnormally, please change your password in time","Anda telah ditendang offline, jika Anda berperilaku tidak normal, harap ubah kata sandi anda ",Has sido desconectado. Cambie su contraseña rápidamente si este no es un comportamiento normal,لقد تم طردك من الانترنت ، إذا تصرفت بشكل غير طبيعي ، يرجى تغيير كلمة مرورك في الوقت المناسب,,,,
没有任何修改,Without any modification,Tidak ada perubahan apapun ,No hay modificaciones,بدون أي تعديل,,,,
评论内容不能为空!,The content of the comment cannot be empty!,Konten komentar tidak bisa kosong,Los comentarios no pueden estar vacíos.,محتوى التعليق لا يمكن أن يكون فارغا!,,,,
上传图片失败!,Failed to upload picture!,Gagal mengunggah gambar,¡Falla al cargar la imagen!,فشل تحميل الصورة!,,,,
把你此刻的感想告诉大家吧~~,What you feel at the moment~~,Beritahu semua orang apa yang anda rasakan saat ini~~,Díganos lo que piensa en este momento~~,ما هو شعورك في الوقت الحالي ~~,,,,
验证码不能为空！,The verification code cannot be empty!,Kode verifikasi tidak bisa kosong ,El código de verificación no puede estar vacío.,لا يمكن أن يكون رمز التحقق فارغًا!,,,,
手机号码不正确,The mobile number is incorrect,Nomor ponsel tidak benar ,Número de teléfono móvil incorrecto,رقم الهاتف غير صحيح,,,,
手机号码不能为空,Mobile phone number cannot be empty,Nomor ponsel tidak bisa kosong,El número de móvil no puede estar vacío,رقم الهاتف لا يمكن أن يكون فارغا,,,,
密码长度6-16个字符,Password length is 6-16 characters,Panjang kata sandi 6-16 karakter,Longitud de la contraseña 6 - 16 caracteres,طول كلمة المرور 6-16 حرف,,,,
注册成功！,Registration is successful!,Daftar berhasil ,¡Registrar exitoso!,تم التسجيل بنجاح!,,,,
验证失败：,Verification failed:,Verifikasi gagal,Fallo de validación.,فشل التحقق:,,,,
请上传头像,Please upload avatar,Silahkan mengunggah avatar,Por favor sube tu avatar,الرجاء تحميل الصورة الرمزية,,,,
复制用户ID失败,Failed to copy user ID,Salin ID pengguna gagal ,Fallo al copiar el ID de usuario,فشل نسخ ID المستخدم,,,,
ID复制成功!,ID copied successfully!,Salin ID berhasil,ID copiado con éxito!,تم نسخ ID بنجاح!,,,,
提交成功,Submitted successfully,Berhasil dikirim,Enviado con éxito,تم الإرسال بنجاح,,,,
保存失败,Save failed,Gagal menyimpan ,Falla al guardar,فشل الحفظ,,,,
正在下发验证码，请注意查收！,"The verification code is being sent, please check it!","Sedang kirim kode verifikasi, silahkan periksa","Se está enviando el código de verificación, ¡por favor, esté atento!",في إرسال رمز التحقق ، يرجى التحقق منه!,,,,
重置密码成功！,Password reset successfully!,Mengubah kata sandi berhasil ,¡Restablecimiento de la contraseña con éxito!,إعادة تعيين كلمة المرور بنجاح!,,,,
发起充值失败,Failed to initiate recharge,Gagal top up,Falla al iniciar una recarga,فشل بدء إعادة الشحن,,,,
获取充值信息失败,Failed to get recharge information,Mengoleh informasi top up gagal ,Falla al obtener información de recarga,فشل الحصول على معلومات الشحن,,,,
更改免打扰设置成功！,Changed DND Settings successfully!,Berhasil mengubah pengaturan DND!,¡Cambiar la configuración de DND con éxito!,"تم تغيير إعداد ""الرجاء عدم الإزعاج"" بنجاح!",,,,
上传视频成功！,Successfully uploaded the video!,Mengunggah video gagal,¡Subido el video con éxito!,تم تحميل الفيديو بنجاح!,,,,
已拉黑,It has been blacklisted,Telah diblokir,Bloqueado con éxito,تم ادخاله في القائمة السوداء,,,,
已取消拉黑,Removed from blacklist,Telah batalkan blokir,Bloqueado ha sido cancelado,تمت إزالته من القائمة السوداء,,,,
请输入您要反馈的内容,Please enter the content you want to feedback,Silakan masukkan konten yang ingin anda umpan balik,"Por favor, introduzca su opinión",الرجاء إدخال المحتوى الذي تريد ردود الفعل,,,,
已经是最新版本,It already the latest version,Telah versi terbaru ,Ya está la última versión,إنه إصدار أحدث ,,,,
参数异常,Parameter abnormal,Kesalahan parameter,Excepción de parámetros,المعامل غير طبيعي,,,,
赠送礼物成功,Send gift successfully,Kirim hadiah berhasil,Regala un regalo exitoso,أرسل الهدية بنجاح,,,,
交友签名不能为空哦,Friend signature can’t be empty,Bio berteman tidak bisa kosong,La firma de citas no puede estar vacía ,لا يمكن أن يكون توقيع الصديق فارغًا,,,,
没有获取到用户身份数据,No user identity data is obtained,Belum mengoleh data pengguna ,No se obtienen datos de identificación del usuario,لم يتم الحصول على بيانات هوية المستخدم,,,,
没有获取到用户信息,No user information is obtained,Belum mengoleh informasi pengguna ,No se ha obtenido información del usuario,لم يتم الحصول على معلومات المستخدم,,,,
邀请码复制成功,Invitation code copied successfully,Kode undangan berhasil disalin,Código de invitación copiado con éxito,تم نسخ رمز الدعوة بنجاح,,,,
邀请码不能为空哦,The invitation code cannot be empty,Kode undangan tidak bisa kosong,El código de invitación no puede estar vacío.,رمز الدعوة لا يمكن أن يكون فارغًا,,,,
保存邀请码成功,Successfully saved the invitation code,Kode undangan berhasil disimpn,Guardar el código de invitación con éxito,تم حفظ رمز الدعوة بنجاح,,,,
范围选择不合理，开始年龄不能大于结束的年龄哦,"The range selection is unreasonable, the starting age cannot be greater than the ending age","Pemilihan rentang tidak masuk akal, usia awal tidak bisa lebih besar dari usia akhir","Rango de selección irrazonable, la edad de inicio no puede ser mayor que la edad final oh
",اختيار النطاق غير معقول ، لا يمكن أن يكون عمر البداية أكبر من عمر النهاية,,,,
未选择任何标签,No tags selected,Belum pilih label apapun ,No hay etiquetas seleccionadas,لم يتم اختيار أي علامات,,,,
照片已达到最大上传数,Photos have reached the maximum number of uploads,Jumlah gambar telah capai batas,Se ha alcanzado el número máximo de fotos cargadas,لقد وصلت الصور إلى الحد الأقصى من التحميلات,,,,
摄像头启动失败,Camera startup failed,Kamera gagal memulai,La cámara no arranca,فشل بدء تشغيل الكاميرا,,,,
录制时间太短,Recording time is too short,Waktu perekaman terlalu pendek,Tiempo de grabación demasiado corto,وقت التسجيل قصير جدًا,,,,
录制视频异常,Recorded video is abnormal,Video yang direkam anormal,Grabación de excepciones de vídeo,الفيديو المسجل غير طبيعي,,,,
等待支付宝充值结果...,,,,,,,,
发起充值失败，请稍后重试...,"Failed to recharge, please try again later...","Pembayaran gagal, silahkan coba lagi nanti","No se ha podido iniciar la recarga, inténtelo más tarde...",فشلت عملية إعادة الشحن ، يرجى المحاولة مرة أخرى لاحقًا ...,,,,
充值成功,Successfully recharged,Top up berhasil ,Recarga con éxito,تم إعادة الشحن بنجاح,,,,
支付成功,Payment successful,Pembayaran berhasil ,Pago realizado con éxito,تم الدفع بنجاح,,,,
支付被取消,Payment cancelled,Pembayaran dibatalkan,El pago fue cancelado,تم إلغاء الدفع,,,,
支付失败,Payment failed,Pembayaran gagal,Fallo de pago,فشل الدفع,,,,
送礼加好友成功！你们可以私聊了,Successfully send gifts and add friends! You can chat privately,"Kirim hadiah untuk menjadi teman berhasil, ngobrol saja sekarang",¡Regalo y amigo añadidos con éxito! Ahora puedes chatear en privado,أرسل الهدايا وأضف الأصدقاء بنجاح! يمكنك الدردشة بشكل خاص,,,,
当前没有选择项目,No items currently selected,Belum pilih ,Actualmente no hay artículos seleccionados,لم يتم تختار أي عناصر حاليًا,,,,
请先选择项目,Please select the item first,Silahkan pilih,"Por favor, primero seleccione los artículos",يرجى تختار العنصر أولاً,,,,
ID复制成功！,ID copied successfully!,Salin ID berhasil ,ID copiado con éxito!,تم نسخ ID بنجاح!,,,,
复制用户ID失败,Failed to copy user ID,Salin ID gagal,Error al copiar el ID de usuario,فشل نسخ ID المستخدم,,,,
请输入正确的手机号码,Please enter the correct phone number,Silahkan masukkan nomor ponsel yang benar ,"Por favor, introduzca el número de móvil correcto",الرجاء إدخال رقم الهاتف الصحيح,,,,
手机认证成功,Mobile phone authentication succeeded,Otentikasi ponsel berhasil,Autenticación móvil exitosa,نجحت مصادقة الهاتف,,,,
认证成功,Authentication is successful,Otentikasi berhasil,Certificado con éxito,تمت المصادقة بنجاح,,,,
请先绑定手机,Please bind your mobile number first,Silahkan ikat ponsel anda dulu,"Por favor, enlaza el teléfono primero",يرجى ربط رقم هاتفك أولاً,,,,
获取绑定手机号失败，请稍后重试！,"Failed to get the bound phone number, please try again later!","Gagal mendapatkan nomor ponsel yang terikat, silakan coba lagi nanti!","No se ha podido obtener un número de móvil vinculante, por favor, inténtelo más tarde.",فشل الحصول على رقم الهاتف المرتبط ، يرجى المحاولة مرة أخرى لاحقًا!,,,,
新密码与确认密码不一致，请重新输入,"The new password does not match the confirmed password, please re-enter","Kata sandi baru tidak cocok dengan kata sandi yang dikonfirmasi, silakan masukkan lagi","La nueva contraseña no coincide con la contraseña de confirmación. Por favor, vuelva a introducirla",كلمة المرور الجديدة لا تتطابق مع كلمة المرور المؤكدة ، يرجى إعادة إدخالها,,,,
请选择要提现的金额,Please select the amount to withdraw,Silakan pilih jumlah yang akan ditarik,Seleccione la cantidad que desea retirar,الرجاء تختار المبلغ الذي تريد سحبه,,,,
发起充值失败，请稍后重试...,"Failed to recharge, please try again later...","Top up gagal, silahkan coba lagi nanti ","Error al iniciar la recarga, inténtelo de nuevo más tarde...",فشلت عملية إعادة الشحن ، يرجى المحاولة مرة أخرى لاحقًا ...,,,,
请先选择要充值的金额哦,Please select the amount to recharge first,Pilih jumlah yang akan top up,Seleccione primero la cantidad que desea recargar.,يرجى تختار المبلغ شحنه أولاً,,,,
充值被取消！,The recharge was cancelled!,Top up dibatalkan,¡Recarga cancelada!,تم إلغاء إعادة الشحن!,,,,
充值失败！,Recharge failed!,Top up gagal,¡La recarga falló!,فشلت عملية إعادة الشحن!,,,,
等待支付宝充值结果...,,,,,,,,
获取充值信息失败,Failed to get recharge information,Mengoleh informasi top up gagal,Falla al obtener información de recarga,فشل الحصول على معلومات الشحن,,,,
发起充值失败,Failed to initiate recharge,Top up gagal,Falla al iniciar una recarga,فشل بدء إعادة الشحن,,,,
获取验证码成功,Get the verification code successfully,Mengoleh kode verifikasi gagal,Obtener el código de verificación con éxito,تحصل على رمز التحقق بنجاح,,,,
绑定成功,Bind successfully,Mengikat berhasil,Vinculación exitosa,تم الربط بنجاح,,,,
手机号码不能为空哦！,The phone number cannot be empty!,Nomor ponsel tidak bisa kosong,El número de móvil no puede estar vacío.,رقم الهاتف لايمكن ان يكون فارغا,,,,
请填写完整的手机号码,Please fill in the complete mobile phone number,Silahkan isi nomor ponsel yang lengkap,"Por favor, introduzca su número de teléfono móvil completo",يرجى ملء رقم الهاتف كاملاً,,,,
邀请码不能为空哦！,The invitation code cannot be empty!,Kode undangan tidak bisa kosong ,El código de invitación no puede estar vacío.,رمز الدعوة لا يمكن أن يكون فارغًا!,,,,
验证码获取成功！,Get the verification code successfully!,Mengoleh kode verifakasi berhasil,Código Captcha obtenido con éxito!,تحصل على رمز التحقق بنجاح!,,,,
绑定成功,Bind successfully,Mengikat berhasil,Vinculación exitosa,تم الربط بنجاح,,,,
提现失败,Withdrawal failed,Penarikan gagal,Falla al retirar el dinero,فشل سحب النقود,,,,
请先选择提取方式！,Please select the withdrawal method first!,Pilih cara penarikan,Seleccione primero el método de retirada.,الرجاءتختار طريقة السحب أولاً!,,,,
您的钻石不足以进行此次提现！,Your diamonds are not enough for this withdrawal!,Berlian anda tidak cukup untuk penarikan ini!,¡No tienes suficientes diamantes para hacer esta retirada!,ألماسك لا يكفي لهذا الانسحاب!,,,,
提现成功,Withdraw successfully,Penarikan berhasil,Retirada de fondos con éxito,تم السحب بنجاح,,,,
未选择提现金额,No selected  withdrawal amount ,Belum pilih jumlah penarikan ,No se ha seleccionado ningún importe de retirada,لم يتم تختار مبلغ السحب,,,,
请先绑定到账方式！,Please bind to the withdrawal method first!,Silahkan mengikat cara penarikan ,"Por favor, ate el método de llegada primero!",يرجى تربط بطريقة السحب أولاً!,,,,
您的钻石不足以进行此次提现！,Your diamonds are not enough for this withdrawal!,Berlian anda tidak cukup untuk penarikan ini!,¡No tienes suficientes diamantes para hacer esta retirada!,ألماسك لا يكفي لهذا السحاب!,,,,
用户资料保存失败，请稍后重试!,"Failed to save user information, please try again later!","Menyimpan data pengguna gagal, silahkan coba lagi nanti","No se ha podido guardar el perfil del usuario, por favor, inténtelo más tarde.",فشل حفظ معلومات المستخدم ، يرجى المحاولة مرة أخرى لاحقًا!,,,,
保存用户信息成功！,Successfully saved user information!,Menyimpan informasin pengguna berhasil,Guardar la información del usuario con éxito!,تم حفظ معلومات المستخدم بنجاح!,,,,
保存失败，未获取到群聊资料！,"Failed to save, did not get the group chat information!","Menyimpan gagal, belum mengoleh data grup","Falla al guardar, ¡no se ha conseguido el perfil del chat de grupo!",فشل الحفظ ، لم يتم الحصول على معلومات الدردشة الجماعية!,,,,
群名称或群公告不能为空哦！,The group name or group announcement cannot be empty!,Nama grup atau pengumuman grup tidak bisa kosong ,El nombre del grupo o el anuncio del grupo no pueden estar vacíos.,اسم المجموعة أو إعلان المجموعة لا يمكن أن يكون  فارغين!,,,,
未做任何修改,No change anything,Tidak ada perubahan apapun,No se han realizado cambios,لا تغيير أي شيء,,,,
修改群聊资料成功！,Successfully modify group chat information!,Mengubah data grup berhasil,Modificar el perfil del chat de grupo con éxito!,تم تعديل معلومات الدردشة الجماعية بنجاح!,,,,
邀请用户信息发送成功！,Invited user information sent successfully!,Berhasil mengirim pesan pengguna yang diundang,Mensaje de invitación enviado con éxito!,تم إرسال معلومات المستخدم المدعو بنجاح!,,,,
邀请用户信息发送失败；,Failed to send the invited user information;,Gagal mengirim pesan pengguna yang diundang;,Fallo en el envío de un mensaje de invitación a los usuarios.,فشل في إرسال معلومات المستخدم المدعو ؛,,,,
举报成功，正在将该用户移出群聊的操作！,The report is successful and the user is being removed from the group chat!,"Laporkan berhasil, pengguna ini sedang dikeluar dari grup",El informe fue exitoso y la acción para sacar al usuario del chat de grupo está en curso.,تم الإبلاغ بنجاح وتمت إزالة المستخدم من الدردشة الجماعية!,,,,
举报失败；,Report failed;,Laporkan berhasil,Falla al informar.,فشل ابلاغ ؛,,,,
移出群聊成功！,Successfully moved out of group chat!,Berhasil keluar dari grup,Moved fuera del chat de grupo exitoso!,تم ازالة بنجاح من الدردشة الجماعية!,,,,
移出成员失败！,Failed to remove member!,Gagal keluar dari grup,La eliminación del miembro ha fallado.,فشل إزالة العضو!,,,,
删除成功,Delete successfully,Berhasil hapus,Borrado con éxito,حذف بنجاح,,,,
不能搜索主播等关键词哦...,Can't search for keywords such as host...,Tidak dapat mencari kata kunci seperti host...,"No se pueden buscar las palabras clave emisor, etc.",لا يمكن البحث عن كلمات رئيسية مثل مضيفة ...,,,,
关键词大于等于两位，匹配结果更准确哦...,"If the keyword is greater than or equal to two digits, the matching result is more accurate...","Jika kata kunci lebih besar dari dua kata, hasil pencocokan lebih benar...","Palabras clave mayores o iguales a dos, los resultados de coincidencia son más precisos ...",إذا كانت الكلمة الرئيسية أكبر من أو تساوي رقمين ، فستكون نتيجة المطابقة أكثر دقة ...,,,,
无法启动相机，请确认摄像头功能完好,The camera cannot be started. Please confirm that the camera is functioning properly,"Tidak bisa memulai kamera, silahkan konfirmasi fungsi kamera masih utuh","La cámara no se inicia, por favor asegúrese de que la función de la cámara está intacta",لا يمكن بدء تشغيل الكاميرا. يرجى التأكد من أن الكاميرا تعمل بشكل صحيح,,,,
连不上互联网，请连接上互联网后重试,"Can't connect to the Internet, please connect to the Internet and try again","Tidak dapat terhubung ke Internet, harap sambungkan ke Internet dan coba lagi","No se puede conectar a Internet, por favor, conéctese a Internet e inténtelo de nuevo",لا يمكن الاتصال بالإنترنت ، يرجى الاتصال بالإنترنت والمحاولة مرة أخرى,,,,
,,,,,,,,
,,,,,,,,
"活体检测失败,请重试",,"Tes gagal, silahkan coba lagi","La prueba in vivo ha fallado, por favor, inténtelo de nuevo",,,,,
操作超时，由于用户在长时间没有进行操作,The operation timed out because the user did not operate for a long time,"Telah melebihi batas waktu, karena tidak melakukan operasional dalam waktu lama","Tiempo de espera de la operación, debido a que el usuario no realiza una operación duranteun largo periodo de tiempo",انتهت مهلة العملية لأن المستخدم لم يعمل لوقت طويل,,,,
保存图片成功,Save the picture successfully,Gambar berhasil disimpan,Guardar la imagen con éxito, تم حفظ الصورة بنجاح,,,,
保存图片失败,Failed to save picture,Gambar gagal disimpan,Fallo al guardar la imagen,فشل حفظ الصورة,,,,
参数异常，请稍候重试...,"Parameter abnormal, please try again later...","Kesalahan parameter, silahkan coba lagi nanti ","Excepción de parámetro, por favor espere e intente de nuevo...",المعلمة غير طبيعية ، يرجى المحاولة مرة أخرى لاحقًا ...,,,,
请先登录,Please log in first,Silahkan login dulu ,"Por favor, inicie sesión primero",الرجاء تسجيل الدخول أولا,,,,
支付异常，请联系客服热线,"Payment is abnormal, please contact customer service ","Pembayaran anoemall, silakan hubungi layanan pelanggan","Pago anormal, póngase en contacto con la línea de atención al cliente",الدفع غير طبيعي ، يرجى الاتصال بخدمة العملاء,,,,
